,node_id,value,type
120724,120724,autodiscover.cielofalla.com,malicious
120817,120817,lafermettedubonheur.be,malicious
120844,120844,cdn.services.moretonbay.qld.gov.au,benign
120918,120918,leondelcielo.com,malicious
120921,120921,altiber.cf,malicious
120934,120934,en.babysits.at,benign
120999,120999,semanamonetizandoavoz.com.br,benign
121170,121170,demotores.com.ar,benign
121178,121178,webmail.survivecourse.com.br,benign
121243,121243,cpcalendars.kraken.com.co,malicious
121302,121302,barbieri-dev.com,malicious
121316,121316,mail.workhomeart.com.br,benign
121376,121376,ns1.ceramicraft.com.au,benign
121392,121392,s17.servscex10.cf,benign
121466,121466,farm.org.au,benign
121492,121492,fitoromily.cf,malicious
121507,121507,dashboard.pulselabs.ai,malicious
121527,121527,mellow.cc,malicious
121564,121564,netflix-loginsecure.com,malicious
121567,121567,kartenaktionen.at,benign
121627,121627,lista.lavembebe.com.br,benign
121648,121648,p.armam.at,benign
121653,121653,clubsofaustralia.com.au,benign
121728,121728,apptimise.com.au,benign
121765,121765,londricasa.com.br,benign
121809,121809,webmail.boatcarpet.com.au,benign
121828,121828,thefreedomfactor.com.au,benign
121966,121966,cameo.com,benign
121977,121977,mijn-lcscardsomgeving.icu,malicious
121989,121989,telegram.divengine.cc,malicious
121992,121992,halifax-fraud-prevention4789.com,malicious
122083,122083,bbet.com.au,malicious
122093,122093,portos.com.co,malicious
122099,122099,assets.distribuidornacional.com.br,benign
122242,122242,www.cystechs.ca,benign
122323,122323,nalcon.be,benign
122347,122347,nullamuldig.cf,malicious
122398,122398,www.xanadu.ai,malicious
122406,122406,santobaby.com.br,benign
122437,122437,sabinehpsu.cf,benign
122644,122644,europixhd.io,benign
122735,122735,ns1.amomsouza.com.br,benign
122740,122740,popcornv.com,malicious
122767,122767,callcenter.com.au,benign
122776,122776,eridarad.cf,benign
122787,122787,banksidegarage.com,malicious
122804,122804,www.pbdxyotza.cam,benign
122807,122807,marianasirimarco.com.br,benign
122899,122899,spp.org.au,benign
122907,122907,darkest.ffv4.ws,benign
122940,122940,www.alt.ag,malicious
123009,123009,acceptatie.designmeubelen.be,benign
123032,123032,tokyo2021olympics.com,benign
123142,123142,fazsaude.com.br,benign
123156,123156,ctin.com.au,benign
123231,123231,speedwaydelivery.cc,malicious
123315,123315,www.hellojob.az,benign
123336,123336,www.v2.yazilim.us,benign
123351,123351,www.tallerdediseno.com.ar,benign
123364,123364,fe-acc18.at,malicious
123403,123403,yzygyjinag.cf,malicious
123531,123531,webcdn.safely.ai,benign
123572,123572,maxitextil.com.ar,benign
123694,123694,www.votacion.equipomegared.com.ar,malicious
123729,123729,surfsideproperties.com.au,benign
123789,123789,www.hacopy.com,malicious
123805,123805,tedxyouthvictoriapark.ca,malicious
123830,123830,paranavi.jp,benign
123919,123919,haycar.am,malicious
123925,123925,investmentatlasbank.com,malicious
123969,123969,retail-api.carsalesnetwork.com.au,benign
124117,124117,www.motionstory.com.au,benign
124130,124130,incruises.com.br,benign
124220,124220,vlogenout.cf,malicious
124230,124230,alopirrei.cf,malicious
124250,124250,images.bell.ca,benign
124262,124262,elula.com.au,benign
124277,124277,rapattoniwangara.com.au,benign
124286,124286,alugueldemesasecadeirasrj.net.br,benign
124343,124343,www.psychohelp.at,benign
124444,124444,ov-static.ottera.tv,benign
124486,124486,iurban.com.br,benign
124599,124599,rstradiorock.com.br,benign
124624,124624,audius.co,benign
124728,124728,api-cache.searchspring.io,benign
124740,124740,innovativesolutions.ae,benign
124830,124830,staging.performance.portaldeplanos.com.br,malicious
124853,124853,inflek.dd.com.co,malicious
124860,124860,wokflavourbalmain.com.au,benign
124880,124880,ns1.mebsites.com.au,benign
124922,124922,mail.bluehomedecor.com.br,benign
124951,124951,classie.be,malicious
125005,125005,reimac.co.zw,benign
125010,125010,cpcontacts.vitole.com.co,malicious
125107,125107,aligent.com.au,benign
125145,125145,secure-cancel.com,malicious
125180,125180,pleisterwerken-decan.be,malicious
125203,125203,monat.at,benign
125219,125219,www.unccas.org,benign
125236,125236,hk6.quickconnect.to,benign
125242,125242,lemoine.com.ar,malicious
125272,125272,aphbotawohan.cf,malicious
125276,125276,cultivandobienestar.com.ar,benign
125302,125302,www.orama.com.br,benign
125316,125316,mail.lelocreal.com,benign
125342,125342,e-school.al,benign
125353,125353,projects.awconsult.com.au,benign
125362,125362,www.onecontact.com.au,benign
125388,125388,www.mythree-security.com,malicious
125478,125478,metropolis-cnb.icu,malicious
125524,125524,webdisk.jazzforfun.com.br,benign
125573,125573,nosyu.pe.kr,benign
125647,125647,www.homologacao.fidelizacao.newguiabr.com.br,benign
125669,125669,api.self-service-demo.voicecompass.ai,benign
125730,125730,pharmacynews.com.au,benign
125758,125758,mirapara.cf,malicious
125791,125791,www.tienda.wuff.com.co,malicious
125837,125837,lapaupiette.fr,malicious
125913,125913,exterminateursourisgatineau.ca,malicious
125938,125938,www.instagram-ayuda-central.ml.instagram-help-centrical.ml,malicious
125945,125945,mattoscalcados.com.br,benign
126006,126006,atl.com.bd,benign
126087,126087,erijelogeh.cf,malicious
126106,126106,www.fishingdronesaustralia.com.au,benign
126138,126138,authorizedcompanyemail.com,malicious
126169,126169,sx-content-labs.sixt.io,benign
126198,126198,media.moin.ai,benign
126290,126290,ctivtertaro.cf,benign
126392,126392,webmail.uniccshop.ci,malicious
126461,126461,xiyami.cn,malicious
126499,126499,workly.com.au,benign
126507,126507,bupubpo.cf,benign
126517,126517,gt.com.au,benign
126556,126556,zosana.cf,benign
126558,126558,buyhydrograss.ca,benign
126653,126653,derleaterap.cf,malicious
126665,126665,kakakosinski.com.br,benign
126730,126730,ns2.shadowtek.com.au,benign
126770,126770,www.nversos.com.br,malicious
126780,126780,curitibavillageglass.com.br,malicious
126851,126851,mail.online-device.co.uk,malicious
126887,126887,piratasyprincesas.com.ar,benign
126930,126930,elonce-media2.elonce.com.ar,malicious
126934,126934,moviereadingbrasil.com.br,benign
126964,126964,tecnolgico.com,malicious
126985,126985,oohlalabeautyboutique.com.au,benign
127041,127041,orisfersi.cf,malicious
127083,127083,myboxymu.cf,malicious
127117,127117,mystubru.be,benign
127125,127125,alsiconsdi.cf,malicious
127156,127156,www.hkdszjdvy.london,benign
127160,127160,osiris.builder.ai,benign
127182,127182,cpcontacts.kraken.com.co,malicious
127278,127278,perrosgo.com.ar,benign
127284,127284,hharunamevlia.cf,malicious
127314,127314,energiasolar.bhz.br,benign
127349,127349,arlsjoaonery7007.com.br,benign
127357,127357,benkaufman.ca,benign
127415,127415,circusjojo.be,malicious
127435,127435,pagespersoorange.fr,malicious
127445,127445,www.jp7.quickconnect.to,benign
127531,127531,baerekraft.as,benign
127560,127560,greedidearun.cf,malicious
127664,127664,www.h2oambiental.com.br,benign
127712,127712,webdisk.estoudecasa.com.br,benign
127760,127760,static.broshura.bg,benign
127803,127803,mailin.dowlingmaitland.com.au,benign
127826,127826,webdisk.docas.com.co,malicious
127859,127859,mail.lilicaatelie.com.br,benign
127889,127889,mail.apay.com.co,malicious
127981,127981,digital-rectify.com,malicious
128007,128007,farmaciamariana.com.br,benign
128010,128010,autodiscover.cuil.com.ar,benign
128037,128037,xamjlat.weinhart-hospital.com,malicious
128066,128066,coatimogoli.cf,malicious
128137,128137,rgranderp.com,malicious
128183,128183,www.leadercapitalrealestate.com.au,benign
128245,128245,www.2021olympics.today,benign
128284,128284,farmgard.com.au,benign
128365,128365,knucziomuhof.cf,malicious
128447,128447,www.fille.pl,malicious
128472,128472,cockpit.webmotors.com.br,benign
128474,128474,pawsnclawscoffsharbour.com.au,benign
128501,128501,tvcmgt.com,malicious
128617,128617,rrbhtvhkfz.cf,malicious
128654,128654,terroir.com.au,benign
128656,128656,ns2.genialcomunicacoes.com.br,benign
128707,128707,www.epicstudios.com.au,benign
128768,128768,www.caryjfjfmsl.com,benign
128800,128800,ns1.dijiweb.be,benign
128827,128827,dearbitros.com.ar,benign
128832,128832,eco-qube.com,malicious
128882,128882,cpcontacts.compa.com.co,malicious
128949,128949,qstyle.co,malicious
128966,128966,obv.io,malicious
128984,128984,ns2.rescuedpets.com.au,benign
129038,129038,www.robranseg.com.br,benign
129061,129061,giovannidraftfcb.com.br,benign
129063,129063,yesmovies.ag,benign
129113,129113,pbmi.com.au,benign
129117,129117,myfotohere.cf,malicious
129176,129176,ybylczi.weinhart-hospital.com,malicious
129252,129252,algemeenbouwbedrijf.be,malicious
129273,129273,www.2021olympics.net,benign
129301,129301,rspcasecondchances.com.au,benign
129402,129402,www.mscpltd.ca,benign
129410,129410,youtubeup.website,malicious
129480,129480,s27147.pcdn.co,benign
129485,129485,sitiweb.re,malicious
129532,129532,rietendakendekkers.be,malicious
129535,129535,6998.org,malicious
129590,129590,eneba.com.br,benign
129604,129604,divengine.cc,malicious
129643,129643,autodiscover.ityp.com.co,malicious
129674,129674,halifax.accessmypayee.com,benign
129780,129780,www.gettyimages.at,benign
129789,129789,jason.af,benign
129807,129807,stg.lytepay.co,benign
129811,129811,www.drkuzbari.at,malicious
129824,129824,www.fefpflnob.cam,benign
129850,129850,mbinformatica.com.br,benign
129893,129893,arainhadafesta.com.br,benign
129897,129897,makeextramoneyathomeguide.ac.al,benign
129919,129919,webdisk.a507.com.co,malicious
129920,129920,euvereador.com.br,benign
129991,129991,www.concursos.srv.br,benign
130066,130066,lainaanyt.fi,benign
130094,130094,www.thrive360coaching.com,benign
130119,130119,gauchada.com.ar,benign
130123,130123,gabrielaguerineau.com.ar,benign
130185,130185,farmaciafarmelhor.com.br,benign
130219,130219,ns1.dskstm.com.au,benign
130238,130238,imgcdn.hngr.co,benign
130271,130271,cpcalendars.thpm.at,malicious
130282,130282,ns1.techhost.com.br,benign
130291,130291,www.sucessonasrelacoes.com.br,benign
130295,130295,fsgarch.ca,benign
130377,130377,www.intesa.gruppoalet.ga,malicious
130406,130406,webmail.agencia2you.com.br,benign
130420,130420,www.2021olympicstickets.net,benign
130425,130425,tatianafranca.com.br,benign
130427,130427,piglet.pop.com.au,benign
130563,130563,ucygigizu.cf,benign
130618,130618,jaraguabc.com.br,malicious
130724,130724,sanalmarket0.cf,malicious
130750,130750,www.three-securedlogin.com,malicious
130756,130756,forbrsite.club,malicious
130821,130821,services.oldschool.com-sd.ru,malicious
130859,130859,cpcalendars.empreendedorindividual.net.br,benign
130866,130866,www.bwts.com.au,benign
130880,130880,ceas.cc,benign
130933,130933,radioouroverdehits.com.br,benign
130942,130942,mahossuppsi.cf,malicious
131080,131080,ns2.lmania.com.br,benign
131115,131115,tanthermabe.cf,malicious
131142,131142,pousadagraff.com.br,benign
131213,131213,louder.com.au,benign
131225,131225,barroulette.be,benign
131317,131317,www.amaterasu-store.com.ar,benign
131326,131326,albb2.cc,malicious
131426,131426,www.d4sign.com.br,benign
131433,131433,www.2021olympictickets.com,benign
131441,131441,tol-bet.com,malicious
131552,131552,www.informativoonline.co,malicious
131604,131604,ultimate-torrents.cc,malicious
131667,131667,www.halifax.authnewpayee.link,malicious
131781,131781,bnl.gruppoalet.ga,malicious
131785,131785,mail.ovalspace.co,malicious
131786,131786,lab.gomsang.com,benign
131788,131788,cercleeconomyetgrandsvins.eu,malicious
131809,131809,www.jazzforfun.com.br,benign
131838,131838,webmail.mentai.com.br,benign
131884,131884,download.pupaonline.ga,benign
131885,131885,www.albanyford.com.au,benign
131924,131924,cpcontacts.benncarss.com,malicious
131927,131927,autodiscover.portaldocloud.com.br,malicious
131954,131954,firetechsystems.ca,benign
131972,131972,cpanel.bitsupport.cl,malicious
132076,132076,kditenc.com,malicious
132113,132113,mail.oklasi.com,malicious
132139,132139,frachoumicum.ga,malicious
132147,132147,adalheidis.com,malicious
132169,132169,fastoo.com.br,benign
132255,132255,museum.az,benign
132265,132265,ambervideo.co,benign
132271,132271,mrcar.cc,malicious
132309,132309,www.toolsley.com,benign
132310,132310,lokasotifa.cf,malicious
132380,132380,nflpickem.com.au,benign
132409,132409,zatt.com.au,benign
132412,132412,www.rfefpflnoa.cam,benign
132463,132463,rotarysantaritapassaquatro.org.br,benign
132468,132468,www.sidint.com.co.incad.com.co,malicious
132475,132475,landsburys.com.au,benign
132610,132610,songone.cf,benign
132618,132618,yqueue.com.au,benign
132647,132647,www.halifax.connect-rectify.com,malicious
132667,132667,play.wiener-staatsoper.at,benign
132674,132674,txcondevelopment.com,malicious
132679,132679,c10ym.cf,benign
132816,132816,map.ac,benign
132853,132853,cookidoo.com.au,benign
132880,132880,cpcontacts.successwithcancer.ca,malicious
132882,132882,dayaalves.com.br,benign
132907,132907,mail.leathership.co,malicious
132913,132913,ns2.imagingsol.com.au,benign
132923,132923,www.grizzlyblonde.monster,benign
133046,133046,hergemuggca.cf,malicious
133068,133068,mail.btmg.ca,benign
133071,133071,ns2.tacticalcto.com.au,benign
133115,133115,observatoriofieg.com.br,benign
133160,133160,new.denimandcloth.com.au,benign
133177,133177,www.inmindstudio.com,benign
133180,133180,coop.com.au,benign
133185,133185,smartgallery.com.br,benign
133277,133277,device-gb-deregister.com,malicious
133279,133279,whiterockbeach.ca,benign
133288,133288,apnasuperstore.com,malicious
133307,133307,webmail.valccbazar.cc,malicious
133367,133367,www.consultamultasdetran.com.br,benign
133391,133391,res.hello.kijiji.ca,benign
133489,133489,farmaciajaraguadosul.com.br,benign
133508,133508,integration.demo.iconone.com.au,malicious
133522,133522,ausworldfurniture.com.au,benign
133537,133537,womenshealth.com.au,benign
133563,133563,airconsales.com.au,benign
133584,133584,mail.tutorbox.com.bd,benign
133585,133585,www.1001dicasdefotografia.com.br,benign
133588,133588,kekyjywi.cf,malicious
133635,133635,blindscity.by,malicious
133645,133645,jolgvmlzg.cf,benign
133647,133647,project-up.com.au,benign
133697,133697,traperosemaussjl.org,malicious
133745,133745,ndg.ai,benign
133768,133768,gb-support.co,malicious
133801,133801,keze.be,benign
133873,133873,autodiscover.constore.com.au,benign
133947,133947,www.rfs.nsw.gov.au,benign
133957,133957,mail.cmjcollege.ac.in,benign
134005,134005,hetechnolgy.com.au,benign
134044,134044,blauerberg.com.br,benign
134054,134054,steamcommunnity-pubg.xyz,malicious
134131,134131,monmanuelscolairenumerique.com,malicious
134165,134165,webdisk.projetohdv.com.br,benign
134360,134360,mhcalculos.com.br,benign
134400,134400,front-end.ai,benign
134411,134411,lauma.ca,benign
134476,134476,ns1.i9me.com.br,benign
134482,134482,carsustop.com,malicious
134527,134527,mail.aristeidopoulos.gr,malicious
134545,134545,webdisk.practicalentrepreneurship.co,malicious
134620,134620,www.intak.com.br,benign
134627,134627,www.coallsl.com.au,benign
134701,134701,fefpflnou.cam,malicious
134735,134735,www.ditam.bg,benign
134749,134749,s15.rukiyex3.cf,malicious
134752,134752,otharit.cf,malicious
134783,134783,famigliaandco.com.au,benign
134845,134845,mypiggy.de,benign
134903,134903,creaturecreations.com.au,benign
134968,134968,tonypacepainting.com.au,benign
134992,134992,elizadeandradepaula.site.psc.br,benign
135059,135059,10millionmeals.ae,benign
135063,135063,www.leakedgirls.al,benign
135075,135075,welovecloudflare.de,benign
135097,135097,www.porcupine.ai,malicious
135217,135217,mein.dkbsicherheit.de,benign
135255,135255,ebly.at,benign
135264,135264,marcedv.at,malicious
135275,135275,www.walkerandmiller.com.au,benign
135287,135287,www.ssbbwhookup.com.au,benign
135304,135304,kydagao.xyz,malicious
135333,135333,s23835.pcdn.co,benign
135342,135342,edwayapps.com.au,benign
135377,135377,cpcalendars.suame.com.co,malicious
135390,135390,ecobaratocanaria.com,malicious
135423,135423,rinden.cf,malicious
135499,135499,ouvidireito.com.br,malicious
135584,135584,www.mentai.com.br,benign
135686,135686,natwest.connect-rectify.com,malicious
135771,135771,netpacotes.com.br,benign
135781,135781,www.vtw-schoeters.be,benign
135810,135810,mail.aimeelamour.com,malicious
135906,135906,telecomtimes.com.au,benign
136001,136001,mail.wincontab.com.br,benign
136055,136055,anacreres.cf,benign
136070,136070,www.onlinedoctor.at,benign
136076,136076,www.dunasdoradas.com.ar,benign
136115,136115,autodiscover.amok.com.co,malicious
136166,136166,api.tik-tok-5.cf,malicious
136174,136174,studiosjohnston.ca,malicious
136186,136186,www.somaticbalance.com.au,benign
136189,136189,luthiersupplies.com.au,benign
136195,136195,www.eddyandwolff.com.au,malicious
136201,136201,groenekring.be,benign
136231,136231,www.3co.ai,benign
136255,136255,www.uiadiario.com.br,benign
136274,136274,kramerelectronics.com.au,benign
136294,136294,calgaryhiphop.ca,benign
136298,136298,ftp.consultoriar.com.br,malicious
136354,136354,mail.hhmc.com.au,malicious
136357,136357,www.pbdxyotze.cam,benign
136363,136363,fr.stuvia.be,benign
136511,136511,footssureke.cf,malicious
136517,136517,rapidev.com.au,benign
136552,136552,venceslaufm.com.br,benign
136564,136564,www.spiabroad.com,benign
136584,136584,workstar.com.au,benign
136612,136612,citrox.com.br,benign
136739,136739,www.xfqgyet.cf,malicious
136790,136790,krantiwadmare.com,malicious
136795,136795,dsgx.com.br,benign
136904,136904,eroramnee.cf,malicious
136910,136910,ns1.timart.net.br,benign
136943,136943,cpcontacts.venasylaser.com,malicious
136973,136973,elpatedti.cf,malicious
137010,137010,2021olympics.online,malicious
137052,137052,billionairequotes.com,malicious
137083,137083,piet-huysentruyt.be,malicious
137086,137086,app.pollen.co,benign
137114,137114,escale.com.br,benign
137254,137254,www.hkdszjdvd.london,benign
137267,137267,sudolabs.co,benign
137322,137322,tax-revision.co.uk,malicious
137324,137324,chef.ai,malicious
137427,137427,ftp.cienfuegos.com.br,benign
137444,137444,www.adradio.ae,malicious
137496,137496,clinicaymaternidad.com.ar,benign
137554,137554,kangarooislandsafari.com.au,benign
137558,137558,static.radio1.be,benign
137618,137618,myrealfox.kr,malicious
137627,137627,webdisk.goratools.co,malicious
137639,137639,www.themanfromsnowyriverlegend.com.au,benign
137704,137704,obauthor.growth.ac,benign
137729,137729,naposthydoc.cf,malicious
137788,137788,occa3.com.br,benign
137823,137823,amarillobestwonderlandrvresort.ac.al,benign
137875,137875,ninboku.cf,benign
137887,137887,ns1.bentleighfitnesscentre.com.au,benign
137931,137931,kikora.no,benign
138030,138030,server-avatar.nimostatic.tv,benign
138053,138053,professionalsforster.com.au,benign
138067,138067,mfmf.com.au,benign
138093,138093,venuefilesrg.cf,malicious
138094,138094,enjoyn.ai,malicious
138142,138142,mbrblog.cf,benign
138294,138294,www.cuentosparaimaginar.com.ar,benign
138331,138331,mokamiko.kr,malicious
138341,138341,uptime.at,benign
138415,138415,securensic.com.ar,benign
138422,138422,meatbrasil.com.br,benign
138481,138481,community.auspost.com.au,benign
138560,138560,lucianagoncalvesnabuthcintra.website.med.br,benign
138575,138575,citando.com.br,benign
138599,138599,alt.ac,benign
138617,138617,moodle.survivecourse.com.br,benign
138648,138648,affairenradar.at,benign
138728,138728,roberthalft.com.ar,benign
138738,138738,chat.logan-dev.cf,malicious
138753,138753,s15.adonisx10.cf,benign
138769,138769,marcelriemer.co,malicious
138791,138791,agmaxexpositoresemoveis.com.br,benign
138843,138843,drogariainovareis.com.br,benign
138846,138846,three-billing.uk,malicious
138886,138886,vieiraxavieradvogados.com.br,benign
138964,138964,tevibapabea.cf,malicious
138975,138975,blurbr.com.au,benign
138981,138981,www.compte-offshore.net,benign
139018,139018,surflcomcel.cf,malicious
139030,139030,esexcorickcont.tk,malicious
139048,139048,spongelle.octie.ai,benign
139092,139092,tarkett.it,malicious
139120,139120,mobile-appsecure-halifaxonline-verification.app,malicious
139134,139134,cpcontacts.mentai.com.br,benign
139172,139172,www.northstart.co,benign
139176,139176,xn--affrenportal-icb.at,benign
139193,139193,slinger.com.au,benign
139260,139260,etsihagade.cf,malicious
139293,139293,nighdyspo.cf,malicious
139297,139297,techflop.xyz,malicious
139457,139457,apps.sydneylivingmuseums.com.au,benign
139479,139479,ns2.posgraduando.com.br,benign
139489,139489,orosimothalis.gr,malicious
139536,139536,zyzyjacoc.cf,malicious
139558,139558,librawalletglobal.io,malicious
139561,139561,onedrv20.icu,malicious
139598,139598,geraldo55.com.br,benign
139634,139634,files.een.be,benign
139635,139635,api.statos.ai,benign
139683,139683,www.antesedepois.com.br,benign
139704,139704,veribos.com,malicious
139775,139775,fincabuengusto.be,malicious
139783,139783,dzukunomi.cf,malicious
139797,139797,estoudecasa.com.br,benign
139854,139854,yxfpzos.weinhart-hospital.com,malicious
139881,139881,courierfreights.net,malicious
139913,139913,thrivingnotjustsurviving.com.au,benign
139956,139956,vidanuevatv.net,malicious
139976,139976,adingo.jp,benign
139996,139996,octacore.org,benign
140013,140013,www.newideafood.com.au,benign
140098,140098,hushangels.ca,malicious
140177,140177,angelclouds.ca,malicious
140193,140193,inta.edu.br,benign
140194,140194,vividrecollection.com.au,benign
140240,140240,www.bennyrecruitment.co.za,benign
140243,140243,cpanel.projetohdv.com.br,benign
140264,140264,www.banderas-mundo.es,benign
140271,140271,fireworkspartner.com,malicious
140289,140289,wm.midnews.co,benign
140290,140290,www.virtualloansassistant.com.au,benign
140307,140307,www.imb-environnement2.fr,benign
140311,140311,einblick-morbusfabry.at,benign
140323,140323,www.dermcoll.asn.au,benign
140358,140358,shared26.hostgator.co,benign
140443,140443,makler.at,benign
140471,140471,mail.webcheap.in,malicious
140518,140518,cdn1.ga.kakadu.bz,benign
140563,140563,www.goodgirlcomics.com,benign
140566,140566,pawsprints.com.au,benign
140597,140597,www.itcool.com.br,benign
140613,140613,faceboook.page7643257.com,malicious
140636,140636,sonnen-koenig.at,malicious
140722,140722,consultoriar.com.br,malicious
140729,140729,saudequeinteressa.com.br,benign
140730,140730,s167.daydaynews.cc,malicious
140750,140750,2021olympics.site,malicious
140786,140786,veronicasilva.com.br,benign
140848,140848,ortho.ba,benign
140854,140854,bankdb.jp,benign
140885,140885,identityservice-vtest.npe.auspost.com.au,benign
140887,140887,mail.xnzoy.com,malicious
140911,140911,lakecomo.co.kr,malicious
140918,140918,fitfatrefeicoes.com.br,benign
140927,140927,todatoes.com.au,benign
140966,140966,mercadohogar.com.ar,benign
140967,140967,pop.americasports.com.br,benign
141005,141005,autled.co.at,benign
141011,141011,temppeople.com.au,benign
141017,141017,mycelebs.ai,malicious
141086,141086,iguanafix.com.br,benign
141103,141103,obrasdemarc.com.br,benign
141131,141131,v2.barbaracatarina.com.br,benign
141132,141132,economicanet.com.br,benign
141256,141256,femax.net.br,benign
141257,141257,www.hfefpflnoa.cam,benign
141275,141275,realestateagentpropertymanagfbmarket.us,malicious
141304,141304,jogosdebaba.com.br,benign
141357,141357,vivachae.com,benign
141370,141370,gurjindersingh.ca,malicious
141397,141397,www.observatoriofieg.com.br,benign
141439,141439,albiatitecnologia.com.br,benign
141487,141487,henriqueguimaraes.com.br,benign
141548,141548,www.bunker45.ca,malicious
141568,141568,www.popthis.com.au,benign
141604,141604,cdd.iec.ch,benign
141633,141633,75octubres.ar,malicious
141637,141637,mail.gunfactory.eu,malicious
141639,141639,c.pheonix-le.cf,malicious
141641,141641,restaurantemicaela.com.br,benign
141645,141645,www.menuspot.ca,malicious
141650,141650,geebung.hiitstation.com.au,benign
141694,141694,yourworld.net,malicious
141716,141716,marzal.com.ar,benign
141738,141738,instagramcopyrgihtshape.com,malicious
141774,141774,achap-usa.ac.al,benign
141822,141822,dymamasi.ga,benign
141833,141833,tbservice.be,malicious
141900,141900,mail.precisionlabs.com.br,benign
141948,141948,www.xcentric.tech,malicious
141963,141963,rodotanque.com.br,benign
141998,141998,autodiscover.boatcarpet.com.au,benign
142007,142007,www.projetohdv.com.br,benign
142011,142011,www.brownscustomkitchens.ca,malicious
142030,142030,cpanel.landsdaleplants.com.au,benign
142038,142038,www.vpn4games.com,benign
142039,142039,www.thecarecourse.ca,malicious
142083,142083,thegeorgewaterloo.com.au,benign
142122,142122,blogdafeira.com.br,benign
142132,142132,www.himaya.at,malicious
142143,142143,pagamentos.preveli.tur.br,benign
142167,142167,vanhal-home.be,malicious
142229,142229,mail.kitapbudur.tk,malicious
142248,142248,conservasuper.com.br,benign
142253,142253,befireme.cf,benign
142287,142287,homesofa-store.com,malicious
142289,142289,theunicorn.ac,benign
142316,142316,lifehousefire.ac.al,benign
142335,142335,lambda.ribon.ca,benign
142347,142347,christianawustinger.at,benign
142437,142437,readyflowers.com.au,benign
142442,142442,descontexto.com.br,benign
142454,142454,broomearc.com.au,benign
142464,142464,covid.vlt.co,benign
142489,142489,media-lab.ai,malicious
142509,142509,services.api.airmiles.ca,benign
142533,142533,current-personal.com,malicious
142597,142597,www.auth.l3rn.io,benign
142622,142622,daicafipys.cf,malicious
142646,142646,asia-east1c.dg82.cf,benign
142652,142652,www.rubertimolduras.com.br,benign
142672,142672,webmail.themadhatters.ca,malicious
142676,142676,trradeofersa.xyz,malicious
142725,142725,istanbulkombiservisi.com.tr,malicious
142835,142835,fywenulin.cf,malicious
142837,142837,lifestylzproducts.com,malicious
142862,142862,restaurantresunga.com,malicious
142865,142865,www.outdoorvancouver.ca,benign
142892,142892,chiadrivol.cf,malicious
142900,142900,aaladin.com.bd,benign
142905,142905,www.autotarder.signin.coxautonc.com.list-view.pw,malicious
142928,142928,s15608.pcdn.co,benign
142953,142953,www5.123movies.ag,benign
142959,142959,mail.bcnet.cc,malicious
142982,142982,www.carsales.com.au,benign
143002,143002,emeraldlakecamp.ca,malicious
143008,143008,lastnews.pw,malicious
143023,143023,www.2021olympictickets.org,benign
143035,143035,trafficwerxnt.com.au,benign
143058,143058,rainbowacademyrangapani.online,malicious
143072,143072,geoplex.com.au,benign
143074,143074,improveyourpublicspeaking.com.au,benign
143104,143104,www.m2o-group.com,benign
143115,143115,webdisk.moovler.ca,benign
143119,143119,aptmem.ac.al,benign
143233,143233,cornertv.com.ar,benign
143237,143237,exoticbeauty.be,benign
143283,143283,app.clapic.me,benign
143302,143302,coallsl.com.au,benign
143457,143457,studyninja.be,benign
143462,143462,mail.alliancetrucking.ca,malicious
143465,143465,coolmango.at,malicious
143474,143474,www.jongvokazp.be,malicious
143530,143530,sms-neuerung-skkonto.xyz,malicious
143614,143614,khuskaphaway.com,malicious
143618,143618,api.parkmobile.io,benign
143622,143622,physikal.com.au,benign
143673,143673,agelectricvehiculos.com.ar,benign
143678,143678,cv.vinh.at,malicious
143687,143687,discount-towing.com.au,benign
143776,143776,nakedchat.com.au,benign
143795,143795,secure.oldschool.com-sd.ru,malicious
143924,143924,www.confirm-class2x.searchplace.co,malicious
143981,143981,proksch.co,benign
143989,143989,m.erotik.laendleanzeiger.at,malicious
144031,144031,fv5seguros.com.br,benign
144071,144071,cdn.apkfiles.com,benign
144078,144078,cpanel.sucessonasrelacoes.com.br,benign
144121,144121,bestcrapscasino.org,benign
144209,144209,instagram-assistance-service-center.ml,malicious
144264,144264,my.happyskincare.com.au,benign
144293,144293,fupping.com,benign
144294,144294,semanagarantidamesdasmaes.com,benign
144329,144329,cpcalendars.agencia2you.com.br,benign
144346,144346,propertybanter.com.au,benign
144359,144359,2021olympics.xyz,benign
144360,144360,olympic-tokyo2020.xyz,benign
144380,144380,wwcv.auspost.com.au,benign
144389,144389,brastec.ind.br,benign
144393,144393,eilat.com.br,benign
144407,144407,comandodrone.com.br,benign
144420,144420,www.theweddingchapel.on.ca,malicious
144458,144458,www.vividrecollection.com.au,benign
144478,144478,bathroomrenovationsrockingham.com.au,benign
144492,144492,elastiko.cc,malicious
144570,144570,allrtslr.com,malicious
144622,144622,www.vaimenina.com.br,benign
144631,144631,www.motosmas.com.ar,benign
144675,144675,vicpah.com.au,benign
144728,144728,www.g1x.com.au,benign
144759,144759,www.2020pesticidevrij.be,benign
144790,144790,cdn.yenisabah.az,benign
144813,144813,mrakopedia.net,benign
144825,144825,ns2.autobem.coop.br,benign
144827,144827,www.activevista.com.au,benign
144874,144874,mail.kitapevim.tk,malicious
144994,144994,mail.gpkjatim.id,malicious
