source,target,type
23029,254626,resolves
23029,121989,resolves
88565,61766,resolves
88565,59481,resolves
55795,160225,resolves
55795,121966,resolves
55795,324526,resolves
88562,24426,resolves
88562,24404,resolves
88562,27062,resolves
88562,25387,resolves
23025,291835,resolves
23024,193042,resolves
23024,226656,resolves
252395,27418,resolves
252395,24729,resolves
22992,194104,resolves
252363,27538,resolves
252363,31329,resolves
317897,62251,resolves
317897,26628,resolves
55751,92391,resolves
55751,221408,resolves
285180,27418,resolves
22982,124250,resolves
285180,28055,resolves
23041,158309,resolves
23135,92608,resolves
55892,220450,resolves
23118,225732,resolves
186955,60797,resolves
285251,25752,resolves
285251,57109,resolves
186942,26152,resolves
186942,27418,resolves
186942,59888,resolves
186942,30532,resolves
186942,58349,resolves
252470,26039,resolves
318008,26010,resolves
318008,61351,resolves
318008,60492,resolves
318008,32692,resolves
285239,31323,resolves
318006,59211,resolves
318006,64565,resolves
318006,64806,resolves
318005,29500,resolves
318005,60981,resolves
285232,28123,resolves
285232,64236,resolves
285232,30804,resolves
154148,27472,resolves
121376,58734,resolves
23066,322629,resolves
23041,158675,resolves
23037,290829,resolves
252351,59298,resolves
252351,24264,resolves
252351,22982,resolves
22928,221923,resolves
22918,227395,resolves
22918,158056,resolves
22918,288891,resolves
22918,189070,resolves
22911,160225,resolves
22911,96057,resolves
22911,158336,resolves
22911,327091,resolves
317821,64594,resolves
285049,26760,resolves
285049,27801,resolves
285049,26090,resolves
285049,60006,resolves
285049,26967,resolves
285049,56250,resolves
285049,26800,resolves
285049,57347,resolves
285049,23337,resolves
186742,29974,resolves
55668,122398,resolves
55668,290280,resolves
55668,285232,resolves
55668,327454,resolves
88436,29611,resolves
88436,56733,resolves
88436,26119,resolves
88436,29386,resolves
88436,28663,resolves
22928,155894,resolves
55697,221392,resolves
22936,221449,resolves
22936,195895,resolves
252351,27226,resolves
252351,27801,resolves
252351,57359,resolves
252351,57089,resolves
55741,229307,resolves
55741,293161,resolves
88500,23779,resolves
285106,28442,resolves
88492,30558,resolves
22952,159158,resolves
154024,59888,resolves
154024,24350,resolves
22944,326445,resolves
22944,323317,resolves
186737,23399,resolves
22944,196203,resolves
219547,57795,resolves
55705,122807,resolves
55705,252701,resolves
55705,285180,resolves
55705,93632,resolves
55705,155776,resolves
154009,56906,resolves
285081,62441,resolves
285081,30543,resolves
285081,29172,resolves
285081,24010,resolves
22936,220724,resolves
22936,262080,resolves
22936,154024,resolves
219547,59903,resolves
22673,127445,resolves
22673,220672,resolves
186505,58209,resolves
55208,223049,resolves
55208,318653,resolves
55208,256001,resolves
55208,161277,resolves
22439,288038,resolves
22439,125478,resolves
22439,254154,resolves
22439,194856,resolves
22439,192892,resolves
22439,162037,resolves
22439,153965,resolves
153503,31920,resolves
55196,285954,resolves
153499,23512,resolves
153499,59239,resolves
153499,25253,resolves
153499,57914,resolves
153499,30693,resolves
153496,60371,resolves
55189,257261,resolves
55189,94527,resolves
55189,222448,resolves
55189,327444,resolves
153489,24426,resolves
153489,59102,resolves
153489,32604,resolves
153489,62209,resolves
153484,57175,resolves
87946,62128,resolves
55208,90080,resolves
22408,227920,resolves
55208,158056,resolves
55208,161391,resolves
22481,226786,resolves
88016,30476,resolves
219086,29981,resolves
22465,189084,resolves
22465,160531,resolves
22465,127445,resolves
22465,223221,resolves
22465,224636,resolves
251840,30387,resolves
251840,31262,resolves
284606,60726,resolves
251838,59165,resolves
22453,160993,resolves
87989,64644,resolves
87989,31179,resolves
87989,63792,resolves
186292,27965,resolves
186292,23337,resolves
186292,27418,resolves
186292,26095,resolves
87987,31124,resolves
87986,27226,resolves
87986,31906,resolves
87986,65276,resolves
87986,58881,resolves
55208,290436,resolves
55208,227546,resolves
55208,186292,resolves
55208,161673,resolves
55208,219125,resolves
22408,192422,resolves
22408,95265,resolves
22408,261179,resolves
55130,158336,resolves
55130,252558,resolves
55118,156059,resolves
22350,252002,resolves
22350,321416,resolves
22350,219288,resolves
22350,327444,resolves
22351,254809,resolves
22351,260453,resolves
22351,160878,resolves
22338,253829,resolves
22338,90659,resolves
22338,92133,resolves
22338,220274,resolves
22338,326924,resolves
22338,88452,resolves
22338,162814,resolves
22338,320725,resolves
22338,260228,resolves
22338,126556,resolves
22338,155404,resolves
22338,256174,resolves
22338,228071,resolves
284482,29571,resolves
284482,25893,resolves
251708,26900,resolves
55096,322063,resolves
55096,160531,resolves
55096,127445,resolves
55134,88734,resolves
55134,89613,resolves
55134,129402,resolves
55134,326249,resolves
22408,220719,resolves
55167,121567,resolves
55167,94323,resolves
55167,253785,resolves
55167,130866,resolves
55167,288930,resolves
55167,221677,resolves
186237,24360,resolves
186237,56445,resolves
186237,56820,resolves
186237,63365,resolves
186237,58220,resolves
186237,24697,resolves
186237,31330,resolves
22481,254809,resolves
186237,55408,resolves
186237,64417,resolves
186237,58466,resolves
251769,26152,resolves
55136,190072,resolves
55136,227066,resolves
55136,251987,resolves
55136,189057,resolves
55136,162633,resolves
317280,24323,resolves
55134,223754,resolves
55134,195560,resolves
55134,127314,resolves
55134,220924,resolves
55134,159559,resolves
186237,65261,resolves
22481,325758,resolves
153563,24697,resolves
153563,29495,resolves
252002,27781,resolves
252002,28627,resolves
252002,64565,resolves
252002,25998,resolves
252002,64594,resolves
252002,63402,resolves
55391,318008,resolves
55391,285878,resolves
120921,61638,resolves
251992,24747,resolves
251992,23256,resolves
120918,65406,resolves
284756,58715,resolves
284756,59914,resolves
284756,58710,resolves
284756,62175,resolves
284756,22752,resolves
284756,26152,resolves
219219,28726,resolves
219219,24902,resolves
22608,128472,resolves
22608,321977,resolves
317515,58349,resolves
317515,59901,resolves
284743,29843,resolves
22594,289152,resolves
22594,325455,resolves
22594,98136,resolves
186420,28521,resolves
120934,23331,resolves
120934,61787,resolves
219241,59164,resolves
219241,57861,resolves
55428,128365,resolves
55428,158848,resolves
55428,156443,resolves
55428,290078,resolves
55428,88300,resolves
55428,222996,resolves
88194,57347,resolves
88194,27965,resolves
88194,26163,resolves
55425,130282,resolves
55417,288835,resolves
55417,193536,resolves
55417,160656,resolves
55417,255141,resolves
186420,25372,resolves
55417,321962,resolves
55417,127415,resolves
55417,219472,resolves
55417,260706,resolves
55417,160002,resolves
55417,224193,resolves
55417,326515,resolves
55417,285762,resolves
55417,161181,resolves
55417,156013,resolves
55417,96319,resolves
22648,161213,resolves
55408,188810,resolves
55408,223870,resolves
55408,325913,resolves
55417,154455,resolves
154208,27801,resolves
186420,58591,resolves
186420,32631,resolves
284681,62554,resolves
219143,28442,resolves
219143,60981,resolves
22527,188990,resolves
22527,292952,resolves
55294,93830,resolves
317436,26770,resolves
317436,29733,resolves
317436,60251,resolves
317436,56927,resolves
317436,25862,resolves
317436,64737,resolves
317436,24520,resolves
22522,128800,resolves
22522,253214,resolves
22522,227428,resolves
22522,290147,resolves
22522,320703,resolves
153593,56672,resolves
153593,24323,resolves
186360,64062,resolves
186360,62680,resolves
219125,62939,resolves
22513,253214,resolves
251888,59778,resolves
120817,59262,resolves
55272,227318,resolves
153563,63860,resolves
153563,22716,resolves
120844,23814,resolves
120844,56432,resolves
153619,56718,resolves
153619,29658,resolves
186420,27432,resolves
22575,162333,resolves
22575,93156,resolves
22575,161123,resolves
22575,287560,resolves
22575,128007,resolves
22575,290706,resolves
22575,130185,resolves
22575,194590,resolves
219180,27472,resolves
186408,23779,resolves
186405,28161,resolves
186405,32153,resolves
22564,155179,resolves
186420,24697,resolves
22564,161801,resolves
22564,288891,resolves
22564,96675,resolves
22560,160498,resolves
186399,56150,resolves
186399,59972,resolves
186399,22752,resolves
186399,62692,resolves
186399,64640,resolves
186399,64263,resolves
186399,61631,resolves
186399,29036,resolves
22559,158595,resolves
317465,61181,resolves
153619,64570,resolves
22564,156168,resolves
55096,220672,resolves
154208,60460,resolves
154208,58591,resolves
56580,92950,resolves
285954,57477,resolves
285953,64252,resolves
285953,30387,resolves
285953,27062,resolves
285953,64493,resolves
285953,24668,resolves
187643,24426,resolves
187643,30824,resolves
187643,58349,resolves
220407,31959,resolves
220407,27148,resolves
187637,27059,resolves
122099,26152,resolves
122099,59596,resolves
318704,63066,resolves
318704,24881,resolves
122083,58710,resolves
122083,28863,resolves
122083,65221,resolves
122083,24791,resolves
122083,30443,resolves
122083,27965,resolves
122083,24894,resolves
23779,93814,resolves
23779,225078,resolves
23779,188834,resolves
23779,287270,resolves
23779,320165,resolves
56580,320365,resolves
23779,129535,resolves
23814,162948,resolves
187655,25840,resolves
56629,225327,resolves
56628,322803,resolves
56628,260592,resolves
253235,24520,resolves
253235,30532,resolves
253235,24426,resolves
253235,27887,resolves
253235,29066,resolves
253235,57109,resolves
253235,60006,resolves
253235,62166,resolves
253235,58220,resolves
253235,29857,resolves
220445,60984,resolves
220445,26039,resolves
220445,26223,resolves
23835,323945,resolves
23835,261398,resolves
23835,123789,resolves
23835,96591,resolves
23835,192408,resolves
23835,90052,resolves
23835,129893,resolves
56597,222053,resolves
253195,60327,resolves
253195,29059,resolves
253195,29185,resolves
253195,27727,resolves
253195,65296,resolves
187655,28803,resolves
23779,195312,resolves
23779,155801,resolves
23779,294754,resolves
285878,32068,resolves
285878,24082,resolves
285878,25282,resolves
285878,60561,resolves
23725,190952,resolves
23725,124740,resolves
285858,61270,resolves
56469,127284,resolves
56470,292316,resolves
56470,158240,resolves
56470,194367,resolves
56470,130295,resolves
285845,28627,resolves
56462,261419,resolves
318605,61119,resolves
121989,27244,resolves
318597,61638,resolves
285825,32099,resolves
56445,160516,resolves
56445,225042,resolves
56445,228819,resolves
56445,160526,resolves
56445,195800,resolves
56445,285954,resolves
56445,161213,resolves
56445,130933,resolves
56445,98136,resolves
121977,26900,resolves
89205,60517,resolves
285878,56722,resolves
285878,58185,resolves
285878,27226,resolves
253118,24791,resolves
23779,91464,resolves
23779,221035,resolves
23779,90327,resolves
23779,290543,resolves
23779,196223,resolves
23779,91656,resolves
23779,193901,resolves
23779,91915,resolves
23779,290226,resolves
23779,220778,resolves
23779,288558,resolves
23779,159408,resolves
23779,194151,resolves
23779,191754,resolves
56632,159366,resolves
23779,159202,resolves
23779,196474,resolves
23779,196237,resolves
23773,323017,resolves
285915,61444,resolves
23770,190396,resolves
23770,228234,resolves
23770,226966,resolves
23770,161084,resolves
23770,160576,resolves
56534,126198,resolves
56512,122083,resolves
56512,194628,resolves
253118,65137,resolves
253118,62584,resolves
23779,289566,resolves
89205,58351,resolves
220474,63248,resolves
89403,57413,resolves
89569,32580,resolves
89557,24747,resolves
122323,32578,resolves
122323,30693,resolves
122323,24264,resolves
122323,57109,resolves
24010,124250,resolves
24010,255107,resolves
24010,95230,resolves
253386,57696,resolves
253374,58837,resolves
253374,59314,resolves
220605,64147,resolves
220605,24938,resolves
23992,225732,resolves
23992,155433,resolves
220598,64096,resolves
286129,58185,resolves
286129,63248,resolves
23982,321271,resolves
56749,256780,resolves
56749,92123,resolves
23975,156098,resolves
23975,227473,resolves
23975,223941,resolves
23975,188635,resolves
23975,124599,resolves
23975,126169,resolves
220577,28161,resolves
24036,319117,resolves
89501,32153,resolves
24036,325701,resolves
24041,192928,resolves
122398,58452,resolves
319002,59783,resolves
319002,63706,resolves
286232,27481,resolves
286232,59914,resolves
253463,64096,resolves
253462,64594,resolves
318995,27538,resolves
318995,31329,resolves
24082,188403,resolves
24082,195800,resolves
24082,292161,resolves
318984,25998,resolves
155142,64557,resolves
155142,26800,resolves
155142,30387,resolves
155142,57968,resolves
220672,27938,resolves
220672,62392,resolves
220672,62309,resolves
220672,26742,resolves
187898,28839,resolves
187898,59161,resolves
56820,322459,resolves
56820,319117,resolves
24046,287836,resolves
122347,31003,resolves
24041,162591,resolves
24041,225381,resolves
220647,28442,resolves
89501,24404,resolves
187801,61119,resolves
56722,161587,resolves
56672,162863,resolves
56672,327435,resolves
56672,320595,resolves
89440,62297,resolves
89440,26518,resolves
89440,26760,resolves
89440,29738,resolves
187740,24763,resolves
187740,29232,resolves
23900,125276,resolves
23900,224486,resolves
23900,225343,resolves
23900,130563,resolves
23900,257062,resolves
253269,30264,resolves
253269,65125,resolves
23889,292225,resolves
23889,91574,resolves
154960,61270,resolves
56654,94316,resolves
56654,158908,resolves
187718,64189,resolves
56641,124444,resolves
56641,125107,resolves
56641,324679,resolves
23870,325861,resolves
56635,187740,resolves
56635,130295,resolves
89403,63532,resolves
56672,161690,resolves
56672,122807,resolves
56673,160878,resolves
56673,255594,resolves
56719,159589,resolves
56718,92075,resolves
286087,59677,resolves
318855,60429,resolves
122242,29571,resolves
122242,25893,resolves
56700,157880,resolves
56700,156416,resolves
318843,31998,resolves
318843,30387,resolves
318843,64737,resolves
318843,27432,resolves
318843,64644,resolves
318843,26770,resolves
220474,26039,resolves
56687,122323,resolves
56687,290922,resolves
56687,93632,resolves
56687,258746,resolves
56687,190326,resolves
56687,123729,resolves
56687,162456,resolves
56681,222691,resolves
56681,159045,resolves
23913,91095,resolves
154985,65406,resolves
154980,60912,resolves
154980,64737,resolves
154980,26152,resolves
154980,60006,resolves
56687,93039,resolves
253044,61119,resolves
56432,94841,resolves
56432,286347,resolves
23325,126930,resolves
23325,221310,resolves
121627,64305,resolves
187163,24132,resolves
187163,26967,resolves
187163,27486,resolves
187163,64640,resolves
56088,327435,resolves
219926,60797,resolves
154385,58409,resolves
154385,31961,resolves
154385,57290,resolves
154385,27492,resolves
219920,60581,resolves
219920,23900,resolves
154380,58837,resolves
154380,59314,resolves
219910,60804,resolves
88835,60473,resolves
88835,61351,resolves
219902,56144,resolves
219902,61966,resolves
23287,93290,resolves
318180,59888,resolves
318180,56432,resolves
318180,61831,resolves
318180,60056,resolves
23267,92439,resolves
23267,220957,resolves
88863,24300,resolves
56034,225719,resolves
219935,27164,resolves
219935,26161,resolves
23355,221806,resolves
23355,253885,resolves
318263,31861,resolves
121653,29278,resolves
121653,28331,resolves
56114,187740,resolves
121648,63771,resolves
23337,321741,resolves
23337,291287,resolves
23337,124444,resolves
23337,161650,resolves
23337,162014,resolves
23337,194278,resolves
23337,318407,resolves
23337,92594,resolves
23337,291129,resolves
23337,289623,resolves
23337,158072,resolves
23337,162863,resolves
23337,155418,resolves
23337,123969,resolves
56103,260243,resolves
56103,187740,resolves
252711,57470,resolves
252711,26832,resolves
252711,61549,resolves
23331,96258,resolves
285469,62200,resolves
219935,27018,resolves
219935,59298,resolves
318176,24520,resolves
318176,25253,resolves
318176,56641,resolves
55993,189442,resolves
121527,26623,resolves
55990,125669,resolves
55990,195871,resolves
219824,26262,resolves
219824,23542,resolves
219824,58920,resolves
219824,28517,resolves
121507,31886,resolves
121507,27153,resolves
121507,63936,resolves
121507,26090,resolves
23200,94830,resolves
55966,127117,resolves
219799,24323,resolves
219799,58409,resolves
219799,28949,resolves
55956,254190,resolves
55954,255594,resolves
55954,257369,resolves
252558,28969,resolves
252558,30673,resolves
154238,26030,resolves
55932,220450,resolves
55925,227937,resolves
318066,60726,resolves
23144,93708,resolves
55909,93145,resolves
55909,192256,resolves
55993,95737,resolves
55993,187643,resolves
23233,259121,resolves
23233,287434,resolves
121567,65063,resolves
121567,58349,resolves
88796,23337,resolves
88796,64263,resolves
88796,29117,resolves
23256,163785,resolves
23256,162157,resolves
23256,189828,resolves
23256,89557,resolves
285397,61119,resolves
252628,30126,resolves
252628,23399,resolves
252628,56722,resolves
252628,62205,resolves
23355,123142,resolves
56015,223941,resolves
56015,222482,resolves
56015,291300,resolves
252611,57175,resolves
252611,27310,resolves
23234,257261,resolves
23234,229307,resolves
23234,126930,resolves
23234,130295,resolves
23233,254319,resolves
23233,188338,resolves
23233,94017,resolves
23233,191851,resolves
23233,261059,resolves
23233,162080,resolves
56015,291129,resolves
154432,23630,resolves
23360,325783,resolves
23360,161391,resolves
252955,27226,resolves
56345,222691,resolves
56345,225042,resolves
56345,161673,resolves
56345,292394,resolves
56345,163070,resolves
23576,291338,resolves
23575,293283,resolves
56326,226786,resolves
187398,30980,resolves
56323,90263,resolves
56323,253959,resolves
23555,221806,resolves
23555,223983,resolves
220151,58837,resolves
220151,59314,resolves
23542,285845,resolves
23532,129604,resolves
23532,254626,resolves
23532,121989,resolves
285674,26628,resolves
285674,62251,resolves
56287,224677,resolves
56287,162706,resolves
56287,163093,resolves
56287,125913,resolves
56287,259014,resolves
56287,254482,resolves
56287,292654,resolves
252955,25383,resolves
318498,57031,resolves
318498,60675,resolves
154663,65133,resolves
56432,224832,resolves
56432,261524,resolves
121966,58185,resolves
121966,60453,resolves
318565,61638,resolves
220257,58926,resolves
187489,27472,resolves
318549,62072,resolves
56401,195723,resolves
56401,158908,resolves
56401,93902,resolves
23630,225732,resolves
56397,226501,resolves
89160,60726,resolves
56287,257225,resolves
285767,26030,resolves
285758,25383,resolves
285758,63601,resolves
285758,58773,resolves
285758,24944,resolves
285758,57413,resolves
285758,32458,resolves
285758,62730,resolves
285758,62663,resolves
56375,122398,resolves
154675,62219,resolves
154675,25349,resolves
318514,32580,resolves
89130,28904,resolves
89130,57049,resolves
285762,59243,resolves
154208,28521,resolves
187355,27538,resolves
23512,128284,resolves
220060,26827,resolves
220060,62614,resolves
220060,27676,resolves
220060,63508,resolves
88984,58837,resolves
88984,59314,resolves
23436,90222,resolves
23436,192218,resolves
23434,253235,resolves
318343,23835,resolves
121728,28725,resolves
121728,63706,resolves
154496,56287,resolves
56176,159589,resolves
56176,124880,resolves
56176,257369,resolves
56176,93902,resolves
56176,90208,resolves
88941,57696,resolves
23399,124728,resolves
23399,325934,resolves
154471,32133,resolves
56166,293750,resolves
56166,325455,resolves
154455,59243,resolves
154455,25976,resolves
56150,253235,resolves
56144,221822,resolves
285513,26643,resolves
220060,60006,resolves
220060,26095,resolves
220060,31886,resolves
23454,192218,resolves
23512,187643,resolves
23512,95737,resolves
23512,189442,resolves
252888,26967,resolves
252888,62663,resolves
23503,223941,resolves
187341,31999,resolves
187341,60899,resolves
285645,29998,resolves
285645,31612,resolves
187337,30201,resolves
318407,28949,resolves
318407,24520,resolves
318407,61554,resolves
187355,31329,resolves
318407,29738,resolves
318407,60460,resolves
252867,32580,resolves
23485,90945,resolves
23485,226157,resolves
23485,91574,resolves
23485,321430,resolves
23485,90208,resolves
23469,130618,resolves
56232,189070,resolves
121765,32204,resolves
121765,26214,resolves
121765,58466,resolves
121765,26095,resolves
23459,289152,resolves
318407,29075,resolves
122398,30201,resolves
22322,219288,resolves
317231,27062,resolves
119393,26940,resolves
119393,57696,resolves
152159,57470,resolves
152159,26832,resolves
152159,61549,resolves
184925,21210,resolves
217682,26258,resolves
53839,187341,resolves
21072,190326,resolves
21068,219640,resolves
21068,94439,resolves
21068,287773,resolves
21068,88116,resolves
21068,317514,resolves
21057,257369,resolves
53824,188039,resolves
53824,259274,resolves
86580,21210,resolves
21033,317465,resolves
86568,61119,resolves
86561,60244,resolves
86561,63601,resolves
86561,62639,resolves
86561,65027,resolves
86561,61966,resolves
119325,62200,resolves
119325,21741,resolves
315931,25022,resolves
217624,60429,resolves
316006,64004,resolves
283154,64252,resolves
316006,31573,resolves
86638,57477,resolves
86709,54179,resolves
217775,60906,resolves
217775,31351,resolves
53935,251439,resolves
53935,93229,resolves
53935,284381,resolves
53934,317515,resolves
53934,123572,resolves
53934,122323,resolves
316064,60251,resolves
283295,58837,resolves
283295,59314,resolves
86674,30949,resolves
86674,28584,resolves
86674,25440,resolves
184975,55083,resolves
184975,30532,resolves
53902,292316,resolves
53902,128800,resolves
53902,226303,resolves
250508,26030,resolves
250507,23779,resolves
217724,26030,resolves
316021,28949,resolves
283250,23779,resolves
21105,160614,resolves
21105,221887,resolves
21105,289954,resolves
21105,287553,resolves
86638,62522,resolves
119309,29495,resolves
119309,56922,resolves
119309,26214,resolves
20993,226934,resolves
20993,220714,resolves
20993,125180,resolves
20993,327310,resolves
119291,58409,resolves
119291,27418,resolves
119291,60877,resolves
119291,25022,resolves
119291,31435,resolves
119291,23135,resolves
119291,54468,resolves
250360,57861,resolves
250360,59164,resolves
184820,63927,resolves
250355,62072,resolves
217582,31573,resolves
217582,64004,resolves
20972,186420,resolves
20972,186587,resolves
20972,317601,resolves
20972,319488,resolves
53733,259734,resolves
53732,218544,resolves
53732,155433,resolves
53732,317601,resolves
53729,229307,resolves
53729,255594,resolves
315869,60371,resolves
315869,32604,resolves
20993,184858,resolves
20993,261707,resolves
53765,88194,resolves
53765,186399,resolves
119309,56681,resolves
119309,23135,resolves
119309,26223,resolves
119309,62639,resolves
119309,56445,resolves
119309,54831,resolves
86541,25819,resolves
86541,57183,resolves
86541,32459,resolves
53773,227476,resolves
53773,227634,resolves
53773,126517,resolves
250380,24729,resolves
250380,27193,resolves
152249,62468,resolves
250380,54831,resolves
250380,26223,resolves
250380,65027,resolves
250378,64928,resolves
53768,160656,resolves
53767,194590,resolves
53767,159354,resolves
86534,24404,resolves
86534,32153,resolves
53765,156235,resolves
53765,158475,resolves
53765,192497,resolves
53765,227133,resolves
53765,95591,resolves
53765,95530,resolves
250380,29495,resolves
315869,59735,resolves
152249,32099,resolves
53949,326423,resolves
54106,96544,resolves
54106,252244,resolves
54106,227133,resolves
54106,190326,resolves
54103,153318,resolves
54103,156168,resolves
54103,124250,resolves
54100,289431,resolves
54100,123142,resolves
283475,55091,resolves
283475,21397,resolves
283475,63365,resolves
283475,30074,resolves
283475,56650,resolves
283475,32153,resolves
283475,30532,resolves
283475,24426,resolves
283475,64493,resolves
283475,28819,resolves
21330,317601,resolves
21330,223870,resolves
21330,158190,resolves
54094,253510,resolves
54094,127445,resolves
54094,224636,resolves
250702,31003,resolves
250702,27727,resolves
217933,64053,resolves
217933,55083,resolves
54106,289954,resolves
86858,25470,resolves
54106,162719,resolves
21340,161213,resolves
185229,59712,resolves
217995,31070,resolves
283530,22522,resolves
283530,54296,resolves
21383,127278,resolves
21383,229045,resolves
21383,93156,resolves
21383,128007,resolves
21383,186543,resolves
21383,260008,resolves
21383,219326,resolves
21373,158595,resolves
86906,65466,resolves
316276,32397,resolves
54129,288670,resolves
217970,55506,resolves
54123,155433,resolves
54123,123351,resolves
217963,23667,resolves
217963,28534,resolves
283491,55605,resolves
250723,27859,resolves
250723,29232,resolves
86880,26900,resolves
21342,286988,resolves
21340,94512,resolves
21340,317436,resolves
21340,87279,resolves
21340,186551,resolves
21340,124728,resolves
54088,186420,resolves
54088,153221,resolves
54088,93551,resolves
250601,21383,resolves
250601,25402,resolves
250601,61680,resolves
250601,61447,resolves
250601,22575,resolves
250601,58754,resolves
250601,61787,resolves
283363,26628,resolves
283363,62251,resolves
21210,324038,resolves
21210,128768,resolves
21210,291799,resolves
21210,253258,resolves
21210,129273,resolves
21210,188857,resolves
21210,130420,resolves
21210,193888,resolves
53976,91063,resolves
217814,30980,resolves
152268,29857,resolves
152268,63384,resolves
152268,57760,resolves
152268,32153,resolves
152268,62939,resolves
152268,30532,resolves
152268,55495,resolves
119496,27062,resolves
21188,125353,resolves
53949,252913,resolves
250601,56672,resolves
250601,60244,resolves
250601,63298,resolves
185076,29057,resolves
54088,252395,resolves
54088,158621,resolves
316225,30412,resolves
316225,24763,resolves
316225,54584,resolves
316224,65466,resolves
316223,31745,resolves
316223,63906,resolves
316223,62939,resolves
54073,192339,resolves
86836,26010,resolves
54059,130295,resolves
54058,219485,resolves
250663,26244,resolves
217788,28442,resolves
21285,189683,resolves
21282,190326,resolves
86812,25089,resolves
21266,94841,resolves
21266,293882,resolves
21266,286232,resolves
21266,316569,resolves
21266,292394,resolves
152333,56922,resolves
152333,59869,resolves
21259,95860,resolves
152326,57477,resolves
152326,23920,resolves
185076,54170,resolves
185076,22638,resolves
21282,160866,resolves
315869,24520,resolves
315869,53935,resolves
53719,194574,resolves
53601,221095,resolves
151905,21453,resolves
184665,61181,resolves
20828,124880,resolves
20828,151992,resolves
20828,187740,resolves
315737,56009,resolves
315737,54831,resolves
53593,225719,resolves
20823,258256,resolves
151894,56922,resolves
151894,56944,resolves
151894,23975,resolves
151894,61058,resolves
151894,64504,resolves
151894,64737,resolves
53586,161210,resolves
53586,288670,resolves
151888,54499,resolves
151884,22338,resolves
53569,121567,resolves
53569,317436,resolves
53569,259203,resolves
53569,128284,resolves
53569,130866,resolves
86336,31003,resolves
315689,22932,resolves
250152,56432,resolves
250152,24688,resolves
53601,88386,resolves
250152,56345,resolves
53601,130866,resolves
53601,287855,resolves
53623,221095,resolves
53623,290722,resolves
86391,57744,resolves
250229,60429,resolves
250226,26161,resolves
250226,63761,resolves
250226,60244,resolves
250226,27418,resolves
250226,64647,resolves
250226,60639,resolves
250226,26518,resolves
20845,188545,resolves
20845,188439,resolves
20845,187141,resolves
20845,322169,resolves
20845,89674,resolves
20845,258651,resolves
20845,223342,resolves
20845,185584,resolves
20845,187483,resolves
20845,128707,resolves
20845,323564,resolves
20845,188657,resolves
20845,288255,resolves
20845,192121,resolves
20845,95362,resolves
20845,289044,resolves
53604,161801,resolves
53604,160498,resolves
53601,284390,resolves
250152,22103,resolves
53542,95791,resolves
53542,154432,resolves
217301,61181,resolves
282836,24520,resolves
282836,27418,resolves
282836,54538,resolves
282836,63761,resolves
282836,61972,resolves
282836,57089,resolves
53447,123009,resolves
20671,125236,resolves
20671,160993,resolves
20671,195871,resolves
20673,158617,resolves
250048,60726,resolves
250047,58837,resolves
250047,59314,resolves
86205,54499,resolves
53435,285239,resolves
53435,129789,resolves
53435,318800,resolves
151737,65276,resolves
151737,63705,resolves
282807,23630,resolves
20657,98136,resolves
151727,64566,resolves
151727,59735,resolves
151727,56445,resolves
151727,28819,resolves
151727,57552,resolves
151727,26760,resolves
315611,65406,resolves
315611,55010,resolves
250077,57470,resolves
250077,61549,resolves
20771,158908,resolves
20771,187740,resolves
53538,250378,resolves
53530,260918,resolves
53530,293037,resolves
20761,151992,resolves
151832,60244,resolves
151832,21383,resolves
151832,62376,resolves
86286,23835,resolves
119052,62200,resolves
119052,21741,resolves
53509,121170,resolves
53509,119309,resolves
53623,286785,resolves
53509,290756,resolves
86265,24426,resolves
86265,56445,resolves
86265,21949,resolves
86265,55543,resolves
86257,20926,resolves
86257,30980,resolves
86254,55506,resolves
86252,61119,resolves
151788,54499,resolves
315624,24477,resolves
20703,121567,resolves
20703,221923,resolves
20703,285251,resolves
250077,26832,resolves
86272,57870,resolves
217473,60738,resolves
217473,22106,resolves
119171,32133,resolves
184770,63935,resolves
184770,64029,resolves
53696,188545,resolves
53696,188439,resolves
53696,187141,resolves
53696,322169,resolves
53696,89674,resolves
53696,258651,resolves
53696,223342,resolves
53696,187483,resolves
53696,128707,resolves
53696,323564,resolves
53696,188657,resolves
53696,288255,resolves
53696,192121,resolves
53696,289044,resolves
20926,292141,resolves
20926,90099,resolves
20926,92054,resolves
20926,287025,resolves
20926,187398,resolves
20926,217814,resolves
20926,229234,resolves
20926,87100,resolves
20926,228854,resolves
20926,195269,resolves
20926,229080,resolves
86457,54499,resolves
151992,24509,resolves
184770,65290,resolves
184770,21860,resolves
184770,63706,resolves
184770,28089,resolves
53719,253235,resolves
53719,91177,resolves
53719,194104,resolves
53719,156168,resolves
53719,285049,resolves
53719,321977,resolves
53719,227698,resolves
53719,220474,resolves
53719,290280,resolves
250326,27062,resolves
250326,58349,resolves
250326,62639,resolves
20945,154024,resolves
20945,190830,resolves
217526,25022,resolves
20945,98136,resolves
119246,25757,resolves
119246,22608,resolves
53708,194999,resolves
119242,63091,resolves
119242,22322,resolves
119242,24528,resolves
119242,21762,resolves
119242,30337,resolves
250313,27059,resolves
53702,195974,resolves
53702,226831,resolves
53702,88245,resolves
53702,187960,resolves
184770,32033,resolves
119246,54292,resolves
185229,56650,resolves
217526,54993,resolves
151990,26516,resolves
250253,30180,resolves
250253,30571,resolves
53644,325455,resolves
20870,161791,resolves
20870,154238,resolves
20870,93792,resolves
